index,Series,Vol,OI,TrdDate,VolTemp,OITemp
372,KKP,80,1654,2021-08-19,80,1654
378,KTB,151,22338,2021-08-19,151,22338
384,KTC,304,49400,2021-08-19,304,49400
390,LH,2,7698,2021-08-19,2,7698
396,LPN,50,9626,2021-08-19,50,9626
402,M,87,2950,2021-08-19,87,2950
408,MAJOR,2374,12010,2021-08-19,2374,12010
414,MBK,0,6085,2021-08-19,0,6085
420,MEGA,1441,1068,2021-08-19,1441,1068
426,MINT,1382,5184,2021-08-19,1382,5184
432,MTC,504,3510,2021-08-19,504,3510
438,OR,918,4940,2021-08-19,918,4940
444,ORI,2,24987,2021-08-19,2,24987
450,OSP,0,3636,2021-08-19,0,3636
456,PLANB,1,20239,2021-08-19,1,20239
462,PRM,505,28205,2021-08-19,505,28205
468,PSH,1,1376,2021-08-19,1,1376
474,PSL,2703,6832,2021-08-19,2703,6832
480,PTG,2371,35650,2021-08-19,2371,35650
486,PTT,880,17593,2021-08-19,880,17593
492,PTTEP,273,1655,2021-08-19,273,1655
498,PTTGC,1453,14549,2021-08-19,1453,14549
504,QH,501,26741,2021-08-19,501,26741
510,RATCH,20,3777,2021-08-19,20,3777
516,RS,458,89362,2021-08-19,458,89362
522,S,1000,37687,2021-08-19,1000,37687
528,SAMART,503,7863,2021-08-19,503,7863
534,SAWAD,609,8512,2021-08-19,609,8512
540,SCB,85,2020,2021-08-19,85,2020
546,SCC,303,2505,2021-08-19,303,2505
552,SCGP,746,11652,2021-08-19,746,11652
558,SGP,0,5907,2021-08-19,0,5907
564,SIRI,3692,153062,2021-08-19,3692,153062
570,SPALI,51,850,2021-08-19,51,850
576,SPCG,102,8861,2021-08-19,102,8861
582,SPRC,0,6113,2021-08-19,0,6113
588,STA,594,13736,2021-08-19,594,13736
594,STEC,1337,18480,2021-08-19,1337,18480
600,STGT,600,10524,2021-08-19,600,10524
606,STPI,0,20198,2021-08-19,0,20198
612,SUPER,60,219793,2021-08-19,60,219793
618,TASCO,2480,7886,2021-08-19,2480,7886
624,TCAP,0,1180,2021-08-19,0,1180
630,THAI,0,18,2021-08-19,0,18
636,THANI,1000,4582,2021-08-19,1000,4582
642,THCOM,55,13545,2021-08-19,55,13545
648,THG,2,611,2021-08-19,2,611
654,TISCO,41,1118,2021-08-19,41,1118
660,TKN,1062,8500,2021-08-19,1062,8500
666,TOA,200,786,2021-08-19,200,786
672,TOP,853,7860,2021-08-19,853,7860
678,TPIPL,20501,32281,2021-08-19,20501,32281
684,TPIPP,0,9662,2021-08-19,0,9662
690,TQM,61,452,2021-08-19,61,452
696,TRUE,7,42060,2021-08-19,7,42060
702,TTA,861,23584,2021-08-19,861,23584
708,TTB,527,231981,2021-08-19,527,231981
714,TTCL,500,4049,2021-08-19,500,4049
720,TTW,0,4913,2021-08-19,0,4913
726,TU,1120,8116,2021-08-19,1120,8116
732,TVO,100,1275,2021-08-19,100,1275
738,UNIQ,0,11652,2021-08-19,0,11652
744,VGI,0,22854,2021-08-19,0,22854
750,VNG,2006,12331,2021-08-19,2006,12331
756,VNT,0,1961,2021-08-19,0,1961
762,WHA,2232,41118,2021-08-19,2232,41118
768,WHAUP,501,4937,2021-08-19,501,4937
769,Single Stock,135216,2663359,2021-08-19,135216,2663359
