index,Series,Vol,OI,TrdDate,Avg5,Avg10
330,JMT,202,3005,2020-11-20,,
336,KBANK,6244,5186,2020-11-20,,
342,KCE,308,1987,2020-11-20,,
348,KKP,469,2653,2020-11-20,,
354,KTB,3101,15876,2020-11-20,,
360,KTC,119,42266,2020-11-20,,
366,LH,135,5852,2020-11-20,,
372,LPN,518,11772,2020-11-20,,
378,M,0,62,2020-11-20,,
384,MAJOR,1101,4171,2020-11-20,,
390,MBK,1100,3318,2020-11-20,,
396,MEGA,100,292,2020-11-20,,
402,MINT,4862,28069,2020-11-20,,
408,MTC,268,2400,2020-11-20,,
414,ORI,5,6278,2020-11-20,,
420,OSP,1711,3871,2020-11-20,,
426,PLANB,0,6604,2020-11-20,,
432,PRM,2700,22887,2020-11-20,,
438,PSH,217,953,2020-11-20,,
444,PSL,8058,8788,2020-11-20,,
450,PTG,1458,6834,2020-11-20,,
456,PTT,1146,43078,2020-11-20,,
462,PTTEP,321,725,2020-11-20,,
468,PTTGC,1018,4741,2020-11-20,,
474,QH,574,16767,2020-11-20,,
480,RATCH,266,885,2020-11-20,,
483,ROBINS,0,385,2020-11-20,,
489,RS,3114,65039,2020-11-20,,
495,S,0,12002,2020-11-20,,
501,SAMART,560,7705,2020-11-20,,
507,SAWAD,491,4699,2020-11-20,,
513,SCB,950,6547,2020-11-20,,
519,SCC,312,1140,2020-11-20,,
525,SGP,0,1500,2020-11-20,,
531,SIRI,1995,25408,2020-11-20,,
537,SPALI,300,843,2020-11-20,,
543,SPCG,200,7971,2020-11-20,,
549,SPRC,15506,11194,2020-11-20,,
555,STA,587,7847,2020-11-20,,
561,STEC,3147,6237,2020-11-20,,
567,STPI,71,2693,2020-11-20,,
573,SUPER,4018,183962,2020-11-20,,
579,TASCO,2685,6857,2020-11-20,,
585,TCAP,888,2251,2020-11-20,,
591,THAI,4,615,2020-11-20,,
597,THANI,2000,14505,2020-11-20,,
603,THCOM,541,9054,2020-11-20,,
609,THG,0,0,2020-11-20,,
615,TISCO,334,853,2020-11-20,,
621,TKN,1001,53831,2020-11-20,,
627,TMB,23167,47804,2020-11-20,,
633,TOA,0,1502,2020-11-20,,
639,TOP,459,1783,2020-11-20,,
645,TPIPL,548,2499,2020-11-20,,
651,TPIPP,1040,5648,2020-11-20,,
657,TQM,5,415,2020-11-20,,
663,TRUE,3377,56294,2020-11-20,,
669,TTA,2254,1749,2020-11-20,,
675,TTCL,15,9740,2020-11-20,,
681,TTW,0,2122,2020-11-20,,
687,TU,1256,5754,2020-11-20,,
693,TVO,1,17,2020-11-20,,
699,UNIQ,12,186,2020-11-20,,
705,VGI,12835,27772,2020-11-20,,
711,VNG,0,17514,2020-11-20,,
717,VNT,0,1927,2020-11-20,,
723,WHA,21766,88470,2020-11-20,,
729,WHAUP,90,1816,2020-11-20,,
730,Single Stock,260371,1828397,2020-11-20,,
6,AAV,1119,7569,2020-11-23,,
12,ADVANC,2415,4957,2020-11-23,,
18,AEONTS,124,578,2020-11-23,,
24,AMATA,1008,2884,2020-11-23,,
30,AOT,5838,8342,2020-11-23,,
36,AP,0,1180,2020-11-23,,
42,BA,30,1750,2020-11-23,,
48,BANPU,3841,38788,2020-11-23,,
54,BAY,105,234,2020-11-23,,
60,BBL,1259,2762,2020-11-23,,
66,BCH,2503,5724,2020-11-23,,
72,BCP,604,1424,2020-11-23,,
78,BCPG,585,6095,2020-11-23,,
84,BDMS,1142,8005,2020-11-23,,
90,BEAUTY,5279,20581,2020-11-23,,
96,BEC,4222,38181,2020-11-23,,
102,BEM,5551,12381,2020-11-23,,
108,BGRIM,2138,3720,2020-11-23,,
114,BH,727,1114,2020-11-23,,
120,BJC,1024,1070,2020-11-23,,
126,BLA,0,289,2020-11-23,,
132,BLAND,21063,374865,2020-11-23,,
138,BPP,416,3075,2020-11-23,,
144,BTS,10046,45038,2020-11-23,,
150,CBG,1920,16452,2020-11-23,,
156,CENTEL,657,3065,2020-11-23,,
162,CHG,1031,5342,2020-11-23,,
168,CK,383,3614,2020-11-23,,
174,CKP,2788,6528,2020-11-23,,
180,COM7,305,5475,2020-11-23,,
186,CPALL,1667,10385,2020-11-23,,
192,CPF,11073,27543,2020-11-23,,
198,CPN,305,951,2020-11-23,,
204,DELTA,142,1078,2020-11-23,,
210,DTAC,1003,2865,2020-11-23,,
216,EA,1412,6837,2020-11-23,,
222,EASTW,0,800,2020-11-23,,
228,EGCO,714,1650,2020-11-23,,
234,EPG,605,4155,2020-11-23,,
240,ERW,1083,7247,2020-11-23,,
246,ESSO,2510,7407,2020-11-23,,
252,GFPT,401,3986,2020-11-23,,
258,GLOBAL,1851,7412,2020-11-23,,
264,GPSC,2057,4785,2020-11-23,,
270,GULF,3635,21918,2020-11-23,,
276,GUNKUL,15580,28068,2020-11-23,,
282,HANA,14,1026,2020-11-23,,
288,HMPRO,2204,2417,2020-11-23,,
294,ICHI,0,17069,2020-11-23,,
300,INTUCH,1385,2363,2020-11-23,,
306,IRPC,19850,33291,2020-11-23,,
312,ITD,2103,5570,2020-11-23,,
318,IVL,1758,6787,2020-11-23,,
324,JAS,42269,32723,2020-11-23,,
330,JMT,234,2839,2020-11-23,,
336,KBANK,2652,5301,2020-11-23,,
342,KCE,342,1877,2020-11-23,,
348,KKP,269,2635,2020-11-23,,
354,KTB,4555,12801,2020-11-23,,
360,KTC,324,42168,2020-11-23,,
366,LH,927,6140,2020-11-23,,
372,LPN,1551,11232,2020-11-23,,
378,M,0,62,2020-11-23,,
384,MAJOR,705,3476,2020-11-23,,
390,MBK,1819,3935,2020-11-23,,
396,MEGA,137,413,2020-11-23,,
402,MINT,6532,27589,2020-11-23,,
408,MTC,214,2475,2020-11-23,,
414,ORI,512,6781,2020-11-23,,
420,OSP,1078,4082,2020-11-23,,
426,PLANB,2003,6604,2020-11-23,,
432,PRM,1608,23485,2020-11-23,,
438,PSH,1062,854,2020-11-23,,
444,PSL,6661,8438,2020-11-23,,
450,PTG,1965,6945,2020-11-23,,
456,PTT,4521,42670,2020-11-23,,
462,PTTEP,1379,1651,2020-11-23,,
468,PTTGC,2157,4616,2020-11-23,,
474,QH,3000,18767,2020-11-23,,
480,RATCH,717,1093,2020-11-23,,
483,ROBINS,0,385,2020-11-23,,
489,RS,1082,65920,2020-11-23,,
495,S,2202,11204,2020-11-23,,
501,SAMART,38,7737,2020-11-23,,
507,SAWAD,1228,5358,2020-11-23,,
513,SCB,437,6626,2020-11-23,,
519,SCC,229,1137,2020-11-23,,
525,SGP,500,2000,2020-11-23,,
531,SIRI,1237,25194,2020-11-23,,
537,SPALI,600,1043,2020-11-23,,
543,SPCG,601,7772,2020-11-23,,
549,SPRC,15716,13214,2020-11-23,,
555,STA,2067,6813,2020-11-23,,
561,STEC,3416,7230,2020-11-23,,
567,STPI,2027,4710,2020-11-23,,
573,SUPER,117850,170258,2020-11-23,,
579,TASCO,2449,8126,2020-11-23,,
585,TCAP,1423,2964,2020-11-23,,
591,THAI,510,1122,2020-11-23,,
597,THANI,500,15005,2020-11-23,,
603,THCOM,569,9522,2020-11-23,,
609,THG,0,0,2020-11-23,,
615,TISCO,184,953,2020-11-23,,
621,TKN,1014,53821,2020-11-23,,
627,TMB,13391,52225,2020-11-23,,
633,TOA,300,1602,2020-11-23,,
639,TOP,377,1882,2020-11-23,,
645,TPIPL,107,2404,2020-11-23,,
651,TPIPP,2005,7653,2020-11-23,,
657,TQM,2,416,2020-11-23,,
663,TRUE,19879,44595,2020-11-23,,
669,TTA,1706,3357,2020-11-23,,
675,TTCL,1524,8244,2020-11-23,,
681,TTW,353,2169,2020-11-23,,
687,TU,2331,5061,2020-11-23,,
693,TVO,206,223,2020-11-23,,
699,UNIQ,811,996,2020-11-23,,
705,VGI,7580,32278,2020-11-23,,
711,VNG,3,17517,2020-11-23,,
717,VNT,1,1928,2020-11-23,,
723,WHA,15506,88275,2020-11-23,,
729,WHAUP,760,2136,2020-11-23,,
730,Single Stock,461389,1819419,2020-11-23,,
6,AAV,3335,9695,2020-11-24,,
12,ADVANC,3411,5840,2020-11-24,,
18,AEONTS,68,565,2020-11-24,,
24,AMATA,713,2873,2020-11-24,,
30,AOT,6650,12990,2020-11-24,,
36,AP,13,1193,2020-11-24,,
42,BA,0,1750,2020-11-24,,
48,BANPU,3723,38187,2020-11-24,,
54,BAY,102,335,2020-11-24,,
60,BBL,400,2683,2020-11-24,,
66,BCH,350,5873,2020-11-24,,
72,BCP,503,1561,2020-11-24,,
78,BCPG,230,5898,2020-11-24,,
84,BDMS,2516,8355,2020-11-24,,
90,BEAUTY,10219,14984,2020-11-24,,
96,BEC,5730,39099,2020-11-24,,
102,BEM,2564,9865,2020-11-24,,
108,BGRIM,1310,4452,2020-11-24,,
114,BH,682,1193,2020-11-24,,
120,BJC,655,1049,2020-11-24,,
126,BLA,105,391,2020-11-24,,
132,BLAND,10780,385200,2020-11-24,,
138,BPP,106,3171,2020-11-24,,
144,BTS,6102,45760,2020-11-24,,
150,CBG,3527,16718,2020-11-24,,
156,CENTEL,267,3254,2020-11-24,,
162,CHG,1048,6377,2020-11-24,,
168,CK,645,3836,2020-11-24,,
174,CKP,1086,7530,2020-11-24,,
180,COM7,1200,6475,2020-11-24,,
186,CPALL,954,10623,2020-11-24,,
192,CPF,9176,27537,2020-11-24,,
198,CPN,998,1371,2020-11-24,,
204,DELTA,43,1062,2020-11-24,,
210,DTAC,447,2927,2020-11-24,,
216,EA,2046,6271,2020-11-24,,
222,EASTW,1,801,2020-11-24,,
228,EGCO,1061,1279,2020-11-24,,
234,EPG,1011,5152,2020-11-24,,
240,ERW,3518,5247,2020-11-24,,
246,ESSO,4623,8793,2020-11-24,,
252,GFPT,255,4241,2020-11-24,,
258,GLOBAL,978,7362,2020-11-24,,
264,GPSC,2039,5495,2020-11-24,,
270,GULF,1379,22304,2020-11-24,,
276,GUNKUL,7380,31266,2020-11-24,,
282,HANA,615,1225,2020-11-24,,
288,HMPRO,810,2417,2020-11-24,,
294,ICHI,1046,16552,2020-11-24,,
300,INTUCH,790,1998,2020-11-24,,
306,IRPC,15126,33745,2020-11-24,,
312,ITD,4128,5445,2020-11-24,,
318,IVL,1490,6741,2020-11-24,,
324,JAS,20151,32156,2020-11-24,,
330,JMT,900,3739,2020-11-24,,
336,KBANK,2242,6601,2020-11-24,,
342,KCE,539,1677,2020-11-24,,
348,KKP,1547,3975,2020-11-24,,
354,KTB,6025,14291,2020-11-24,,
360,KTC,148,42255,2020-11-24,,
366,LH,1618,5557,2020-11-24,,
372,LPN,1519,9751,2020-11-24,,
378,M,0,62,2020-11-24,,
384,MAJOR,600,3376,2020-11-24,,
390,MBK,1811,4346,2020-11-24,,
396,MEGA,5,417,2020-11-24,,
402,MINT,6727,30023,2020-11-24,,
408,MTC,610,2806,2020-11-24,,
414,ORI,15,6787,2020-11-24,,
420,OSP,928,3581,2020-11-24,,
426,PLANB,2025,8594,2020-11-24,,
432,PRM,2628,23889,2020-11-24,,
438,PSH,421,644,2020-11-24,,
444,PSL,4039,8460,2020-11-24,,
450,PTG,1364,7244,2020-11-24,,
456,PTT,4287,42916,2020-11-24,,
462,PTTEP,1676,1706,2020-11-24,,
468,PTTGC,1598,4736,2020-11-24,,
474,QH,1400,18367,2020-11-24,,
480,RATCH,623,1002,2020-11-24,,
483,ROBINS,0,385,2020-11-24,,
489,RS,381,65883,2020-11-24,,
495,S,1000,12204,2020-11-24,,
501,SAMART,1002,8739,2020-11-24,,
507,SAWAD,422,5367,2020-11-24,,
513,SCB,519,6582,2020-11-24,,
519,SCC,301,1180,2020-11-24,,
525,SGP,1000,2000,2020-11-24,,
531,SIRI,1687,26012,2020-11-24,,
537,SPALI,100,943,2020-11-24,,
543,SPCG,2479,8017,2020-11-24,,
549,SPRC,23068,13762,2020-11-24,,
555,STA,2448,7176,2020-11-24,,
561,STEC,2362,5736,2020-11-24,,
567,STPI,506,4214,2020-11-24,,
573,SUPER,29351,168330,2020-11-24,,
579,TASCO,4070,9084,2020-11-24,,
585,TCAP,353,3043,2020-11-24,,
591,THAI,2,1124,2020-11-24,,
597,THANI,0,15005,2020-11-24,,
603,THCOM,502,10024,2020-11-24,,
609,THG,0,0,2020-11-24,,
615,TISCO,65,929,2020-11-24,,
621,TKN,2003,52821,2020-11-24,,
627,TMB,26089,46340,2020-11-24,,
633,TOA,402,1400,2020-11-24,,
639,TOP,1138,2362,2020-11-24,,
645,TPIPL,2,2404,2020-11-24,,
651,TPIPP,1011,7648,2020-11-24,,
657,TQM,21,437,2020-11-24,,
663,TRUE,16176,40731,2020-11-24,,
669,TTA,2470,2268,2020-11-24,,
675,TTCL,502,8744,2020-11-24,,
681,TTW,1,2170,2020-11-24,,
687,TU,1029,4660,2020-11-24,,
693,TVO,200,223,2020-11-24,,
699,UNIQ,0,996,2020-11-24,,
705,VGI,5554,32309,2020-11-24,,
711,VNG,0,17517,2020-11-24,,
717,VNT,2,1929,2020-11-24,,
723,WHA,32067,77566,2020-11-24,,
729,WHAUP,14,2144,2020-11-24,,
730,Single Stock,353699,1826372,2020-11-24,,
6,AAV,1577,10261,2020-11-25,,
12,ADVANC,981,5991,2020-11-25,,
18,AEONTS,60,585,2020-11-25,,
24,AMATA,607,2669,2020-11-25,,
30,AOT,3176,12730,2020-11-25,,
36,AP,2,1195,2020-11-25,,
42,BA,1,1749,2020-11-25,,
48,BANPU,3916,37805,2020-11-25,,
54,BAY,2,337,2020-11-25,,
60,BBL,919,2292,2020-11-25,,
66,BCH,521,6192,2020-11-25,,
72,BCP,759,1855,2020-11-25,,
78,BCPG,1215,5894,2020-11-25,,
84,BDMS,3683,8460,2020-11-25,,
90,BEAUTY,556,15511,2020-11-25,,
96,BEC,4671,36794,2020-11-25,,
102,BEM,2166,11907,2020-11-25,,
108,BGRIM,767,4548,2020-11-25,,
114,BH,869,1297,2020-11-25,,
120,BJC,1305,1741,2020-11-25,,
126,BLA,300,491,2020-11-25,,
132,BLAND,44,385207,2020-11-25,,
138,BPP,107,3078,2020-11-25,,
144,BTS,4087,47035,2020-11-25,,
150,CBG,3362,17079,2020-11-25,,
156,CENTEL,902,3153,2020-11-25,,
162,CHG,1023,5356,2020-11-25,,
168,CK,716,4144,2020-11-25,,
174,CKP,2091,9504,2020-11-25,,
180,COM7,603,6475,2020-11-25,,
186,CPALL,1891,10900,2020-11-25,,
192,CPF,8283,32004,2020-11-25,,
198,CPN,210,1344,2020-11-25,,
204,DELTA,44,1066,2020-11-25,,
210,DTAC,308,3066,2020-11-25,,
216,EA,324,6185,2020-11-25,,
222,EASTW,1,800,2020-11-25,,
228,EGCO,781,1342,2020-11-25,,
234,EPG,33,5125,2020-11-25,,
240,ERW,572,5798,2020-11-25,,
246,ESSO,514,8296,2020-11-25,,
252,GFPT,371,4070,2020-11-25,,
258,GLOBAL,2983,6929,2020-11-25,,
264,GPSC,1784,5176,2020-11-25,,
270,GULF,4651,18219,2020-11-25,,
276,GUNKUL,4049,29763,2020-11-25,,
282,HANA,204,1027,2020-11-25,,
288,HMPRO,1413,3023,2020-11-25,,
294,ICHI,4639,16119,2020-11-25,,
300,INTUCH,489,2223,2020-11-25,,
306,IRPC,19501,31859,2020-11-25,,
312,ITD,198,5349,2020-11-25,,
318,IVL,2568,7357,2020-11-25,,
324,JAS,4783,27413,2020-11-25,,
330,JMT,133,3622,2020-11-25,,
336,KBANK,5093,6705,2020-11-25,,
342,KCE,224,1887,2020-11-25,,
348,KKP,1131,3375,2020-11-25,,
354,KTB,3553,13584,2020-11-25,,
360,KTC,4802,44663,2020-11-25,,
366,LH,1002,5959,2020-11-25,,
372,LPN,2033,7722,2020-11-25,,
378,M,20,82,2020-11-25,,
384,MAJOR,200,3176,2020-11-25,,
390,MBK,3847,6747,2020-11-25,,
396,MEGA,100,517,2020-11-25,,
402,MINT,8840,27170,2020-11-25,,
408,MTC,280,3058,2020-11-25,,
414,ORI,11,6796,2020-11-25,,
420,OSP,666,3928,2020-11-25,,
426,PLANB,1504,8092,2020-11-25,,
432,PRM,3121,23772,2020-11-25,,
438,PSH,211,654,2020-11-25,,
444,PSL,2167,8380,2020-11-25,,
450,PTG,1029,7151,2020-11-25,,
456,PTT,7994,43671,2020-11-25,,
462,PTTEP,1549,1251,2020-11-25,,
468,PTTGC,2353,5168,2020-11-25,,
474,QH,3183,19282,2020-11-25,,
480,RATCH,157,998,2020-11-25,,
483,ROBINS,0,385,2020-11-25,,
489,RS,12260,67710,2020-11-25,,
495,S,0,12204,2020-11-25,,
501,SAMART,500,8239,2020-11-25,,
507,SAWAD,2388,4853,2020-11-25,,
513,SCB,845,6818,2020-11-25,,
519,SCC,252,1245,2020-11-25,,
525,SGP,0,2000,2020-11-25,,
531,SIRI,1905,27700,2020-11-25,,
537,SPALI,201,742,2020-11-25,,
543,SPCG,1155,7072,2020-11-25,,
549,SPRC,3658,10219,2020-11-25,,
555,STA,1543,6154,2020-11-25,,
561,STEC,1428,5963,2020-11-25,,
567,STPI,5,4209,2020-11-25,,
573,SUPER,26459,156686,2020-11-25,,
579,TASCO,1581,8837,2020-11-25,,
585,TCAP,992,3452,2020-11-25,,
591,THAI,5,1119,2020-11-25,,
597,THANI,2500,17505,2020-11-25,,
603,THCOM,502,9522,2020-11-25,,
609,THG,0,0,2020-11-25,,
615,TISCO,202,931,2020-11-25,,
621,TKN,2014,53331,2020-11-25,,
627,TMB,51016,79869,2020-11-25,,
633,TOA,400,1600,2020-11-25,,
639,TOP,757,2414,2020-11-25,,
645,TPIPL,6,2410,2020-11-25,,
651,TPIPP,1500,7148,2020-11-25,,
657,TQM,23,455,2020-11-25,,
663,TRUE,11020,37266,2020-11-25,,
669,TTA,636,2678,2020-11-25,,
675,TTCL,519,8240,2020-11-25,,
681,TTW,41,2206,2020-11-25,,
687,TU,855,4376,2020-11-25,,
693,TVO,113,336,2020-11-25,,
699,UNIQ,100,1096,2020-11-25,,
705,VGI,3526,33800,2020-11-25,,
711,VNG,0,17517,2020-11-25,,
717,VNT,3,1929,2020-11-25,,
723,WHA,21445,76521,2020-11-25,,
729,WHAUP,1497,3275,2020-11-25,,
730,Single Stock,310637,1843230,2020-11-25,,
6,AAV,5016,15252,2020-11-26,,
12,ADVANC,1349,6185,2020-11-26,,
18,AEONTS,274,528,2020-11-26,,
24,AMATA,110,2563,2020-11-26,,
30,AOT,717,12749,2020-11-26,,
36,AP,500,1695,2020-11-26,,
42,BA,1005,2750,2020-11-26,,
48,BANPU,6215,41665,2020-11-26,,
54,BAY,100,237,2020-11-26,,
60,BBL,784,2418,2020-11-26,,
66,BCH,495,6267,2020-11-26,,
72,BCP,358,2196,2020-11-26,,
78,BCPG,710,6601,2020-11-26,,
84,BDMS,910,8967,2020-11-26,,
90,BEAUTY,10409,10557,2020-11-26,,
96,BEC,7105,33871,2020-11-26,,
102,BEM,21,11902,2020-11-26,,
108,BGRIM,925,4458,2020-11-26,,
114,BH,1325,1324,2020-11-26,,
120,BJC,1507,2291,2020-11-26,,
126,BLA,22,469,2020-11-26,,
132,BLAND,56,385241,2020-11-26,,
138,BPP,311,3189,2020-11-26,,
144,BTS,2126,47321,2020-11-26,,
150,CBG,3892,17642,2020-11-26,,
156,CENTEL,1104,2254,2020-11-26,,
162,CHG,8008,13356,2020-11-26,,
168,CK,15,4144,2020-11-26,,
174,CKP,35,9508,2020-11-26,,
180,COM7,706,6777,2020-11-26,,
186,CPALL,814,10981,2020-11-26,,
192,CPF,4030,35753,2020-11-26,,
198,CPN,329,1379,2020-11-26,,
204,DELTA,604,1085,2020-11-26,,
210,DTAC,561,3143,2020-11-26,,
216,EA,1029,6385,2020-11-26,,
222,EASTW,0,800,2020-11-26,,
228,EGCO,351,1551,2020-11-26,,
234,EPG,0,5125,2020-11-26,,
240,ERW,2524,4292,2020-11-26,,
246,ESSO,2040,7279,2020-11-26,,
252,GFPT,0,4070,2020-11-26,,
258,GLOBAL,100,6829,2020-11-26,,
264,GPSC,631,5371,2020-11-26,,
270,GULF,1270,19381,2020-11-26,,
276,GUNKUL,539,30295,2020-11-26,,
282,HANA,856,907,2020-11-26,,
288,HMPRO,1605,3143,2020-11-26,,
294,ICHI,5013,16125,2020-11-26,,
300,INTUCH,83,2183,2020-11-26,,
306,IRPC,431,32017,2020-11-26,,
312,ITD,31,5349,2020-11-26,,
318,IVL,3887,8127,2020-11-26,,
324,JAS,1097,28437,2020-11-26,,
330,JMT,422,3800,2020-11-26,,
336,KBANK,1612,7168,2020-11-26,,
342,KCE,526,1902,2020-11-26,,
348,KKP,613,3470,2020-11-26,,
354,KTB,1791,14931,2020-11-26,,
360,KTC,1377,44674,2020-11-26,,
366,LH,951,6510,2020-11-26,,
372,LPN,5,7720,2020-11-26,,
378,M,0,82,2020-11-26,,
384,MAJOR,800,2976,2020-11-26,,
390,MBK,1102,7248,2020-11-26,,
396,MEGA,2,519,2020-11-26,,
402,MINT,5116,28085,2020-11-26,,
408,MTC,382,3152,2020-11-26,,
414,ORI,501,7297,2020-11-26,,
420,OSP,640,4331,2020-11-26,,
426,PLANB,2000,10092,2020-11-26,,
432,PRM,1002,24773,2020-11-26,,
438,PSH,35,663,2020-11-26,,
444,PSL,2147,7311,2020-11-26,,
450,PTG,2379,8290,2020-11-26,,
456,PTT,2045,43323,2020-11-26,,
462,PTTEP,897,1429,2020-11-26,,
468,PTTGC,1529,5324,2020-11-26,,
474,QH,1339,17943,2020-11-26,,
480,RATCH,105,1101,2020-11-26,,
483,ROBINS,0,385,2020-11-26,,
489,RS,5956,66997,2020-11-26,,
495,S,500,12704,2020-11-26,,
501,SAMART,522,7719,2020-11-26,,
507,SAWAD,878,5326,2020-11-26,,
513,SCB,590,6829,2020-11-26,,
519,SCC,216,1197,2020-11-26,,
525,SGP,20,2020,2020-11-26,,
531,SIRI,921,28448,2020-11-26,,
537,SPALI,0,742,2020-11-26,,
543,SPCG,2920,6992,2020-11-26,,
549,SPRC,651,10769,2020-11-26,,
555,STA,800,6629,2020-11-26,,
561,STEC,335,6087,2020-11-26,,
567,STPI,512,4704,2020-11-26,,
573,SUPER,24165,170551,2020-11-26,,
579,TASCO,931,9225,2020-11-26,,
585,TCAP,69,3511,2020-11-26,,
591,THAI,16,1133,2020-11-26,,
597,THANI,6000,14505,2020-11-26,,
603,THCOM,0,9522,2020-11-26,,
609,THG,0,0,2020-11-26,,
615,TISCO,61,870,2020-11-26,,
621,TKN,526,53851,2020-11-26,,
627,TMB,11822,87215,2020-11-26,,
633,TOA,0,1600,2020-11-26,,
639,TOP,349,2423,2020-11-26,,
645,TPIPL,1,2410,2020-11-26,,
651,TPIPP,3500,10648,2020-11-26,,
657,TQM,87,454,2020-11-26,,
663,TRUE,1153,37259,2020-11-26,,
669,TTA,2318,2643,2020-11-26,,
675,TTCL,2,8240,2020-11-26,,
681,TTW,0,2206,2020-11-26,,
687,TU,3065,5913,2020-11-26,,
693,TVO,300,236,2020-11-26,,
699,UNIQ,6,1102,2020-11-26,,
705,VGI,13086,39312,2020-11-26,,
711,VNG,0,17517,2020-11-26,,
717,VNT,4,1931,2020-11-26,,
723,WHA,5096,81470,2020-11-26,,
729,WHAUP,231,3506,2020-11-26,,
730,Single Stock,200862,1905299,2020-11-26,,
6,AAV,771,15010,2020-11-27,,
12,ADVANC,1231,6681,2020-11-27,,
18,AEONTS,235,523,2020-11-27,,
24,AMATA,809,2867,2020-11-27,,
30,AOT,1346,12476,2020-11-27,,
36,AP,0,1695,2020-11-27,,
42,BA,4,2749,2020-11-27,,
48,BANPU,2740,43132,2020-11-27,,
54,BAY,0,237,2020-11-27,,
60,BBL,216,2293,2020-11-27,,
66,BCH,921,6788,2020-11-27,,
72,BCP,2,2198,2020-11-27,,
78,BCPG,1111,6911,2020-11-27,,
84,BDMS,5562,11012,2020-11-27,,
90,BEAUTY,2572,12861,2020-11-27,,
96,BEC,4605,31359,2020-11-27,,
102,BEM,1053,12930,2020-11-27,,
108,BGRIM,1244,3919,2020-11-27,,
114,BH,260,1404,2020-11-27,,
120,BJC,1184,2818,2020-11-27,,
126,BLA,420,865,2020-11-27,,
132,BLAND,1183,386277,2020-11-27,,
138,BPP,22,3167,2020-11-27,,
144,BTS,2406,49317,2020-11-27,,
150,CBG,1627,18137,2020-11-27,,
156,CENTEL,316,2162,2020-11-27,,
162,CHG,0,13356,2020-11-27,,
168,CK,568,4184,2020-11-27,,
174,CKP,1167,9440,2020-11-27,,
180,COM7,1785,7222,2020-11-27,,
186,CPALL,1196,10718,2020-11-27,,
192,CPF,2913,35822,2020-11-27,,
198,CPN,465,1420,2020-11-27,,
204,DELTA,543,1126,2020-11-27,,
210,DTAC,62,3183,2020-11-27,,
216,EA,1482,6835,2020-11-27,,
222,EASTW,0,800,2020-11-27,,
228,EGCO,1331,2006,2020-11-27,,
234,EPG,3,5127,2020-11-27,,
240,ERW,2078,4828,2020-11-27,,
246,ESSO,1104,6179,2020-11-27,,
252,GFPT,668,4701,2020-11-27,,
258,GLOBAL,107,6931,2020-11-27,,
264,GPSC,4869,5754,2020-11-27,,
270,GULF,5304,24198,2020-11-27,,
276,GUNKUL,6149,33901,2020-11-27,,
282,HANA,743,981,2020-11-27,,
288,HMPRO,720,3323,2020-11-27,,
294,ICHI,1527,17643,2020-11-27,,
300,INTUCH,303,2203,2020-11-27,,
306,IRPC,5406,31606,2020-11-27,,
312,ITD,620,5746,2020-11-27,,
318,IVL,2207,7970,2020-11-27,,
324,JAS,1513,29944,2020-11-27,,
330,JMT,5,3803,2020-11-27,,
336,KBANK,737,7482,2020-11-27,,
342,KCE,1669,1922,2020-11-27,,
348,KKP,103,3452,2020-11-27,,
354,KTB,1253,15883,2020-11-27,,
360,KTC,1778,44825,2020-11-27,,
366,LH,1334,6422,2020-11-27,,
372,LPN,8146,14787,2020-11-27,,
378,M,0,82,2020-11-27,,
384,MAJOR,200,2776,2020-11-27,,
390,MBK,2268,5712,2020-11-27,,
396,MEGA,102,420,2020-11-27,,
402,MINT,4271,26921,2020-11-27,,
408,MTC,740,3322,2020-11-27,,
414,ORI,1640,7872,2020-11-27,,
420,OSP,794,4822,2020-11-27,,
426,PLANB,2001,9092,2020-11-27,,
432,PRM,1007,24772,2020-11-27,,
438,PSH,23,669,2020-11-27,,
444,PSL,2118,7309,2020-11-27,,
450,PTG,928,8588,2020-11-27,,
456,PTT,1104,42979,2020-11-27,,
462,PTTEP,943,1630,2020-11-27,,
468,PTTGC,1793,4069,2020-11-27,,
474,QH,5444,16863,2020-11-27,,
480,RATCH,533,1188,2020-11-27,,
483,ROBINS,0,385,2020-11-27,,
489,RS,6499,66594,2020-11-27,,
495,S,100,12604,2020-11-27,,
501,SAMART,20,7699,2020-11-27,,
507,SAWAD,1238,5125,2020-11-27,,
513,SCB,157,6842,2020-11-27,,
519,SCC,126,1218,2020-11-27,,
525,SGP,0,2020,2020-11-27,,
531,SIRI,1099,28321,2020-11-27,,
537,SPALI,210,752,2020-11-27,,
543,SPCG,1304,6292,2020-11-27,,
549,SPRC,4518,11261,2020-11-27,,
555,STA,1414,6628,2020-11-27,,
561,STEC,1213,6650,2020-11-27,,
567,STPI,1505,6206,2020-11-27,,
573,SUPER,25319,184714,2020-11-27,,
579,TASCO,778,9915,2020-11-27,,
585,TCAP,301,3668,2020-11-27,,
591,THAI,1,1134,2020-11-27,,
597,THANI,2500,17005,2020-11-27,,
603,THCOM,1000,9522,2020-11-27,,
609,THG,0,0,2020-11-27,,
615,TISCO,142,1008,2020-11-27,,
621,TKN,7,53851,2020-11-27,,
627,TMB,28237,88972,2020-11-27,,
633,TOA,0,1600,2020-11-27,,
639,TOP,575,2716,2020-11-27,,
645,TPIPL,0,2410,2020-11-27,,
651,TPIPP,6785,13431,2020-11-27,,
657,TQM,180,594,2020-11-27,,
